fecha_hora_ejecucion,cantidad_registros_antes,cantidad_registros_agregados,cantidad_registros_despues,archivo_actualizado,estado_ejecucion
2026-07-19T13:07:37,236,8,244,data\dataset_cobranzas.xlsx,ok
